"ID"	"Surname"	"Given"	"IntlWW40"	"IntlWW50"	"IntlWW60"
"ICUS1200"	"McMullin"	"Ernen"	NA	NA	NA
"ICUS1201"	"Mechkat"	"Cyrus"	NA	NA	NA
"ICUS1202"	"Medina"	"Florencio Albanez"	NA	NA	NA
"ICUS1203"	"Medved"	"David"	NA	NA	NA
"ICUS1204"	"Meeker"	"Joseph W."	NA	NA	NA
"ICUS1205"	"Mehr"	"Farhang"	"B1923-12-11"	NA	NA
"ICUS1206"	"Mehra"	"Jagdish"	NA	NA	NA
"ICUS1207"	"Mehra"	"Marlis Helene"	NA	NA	NA
"ICUS1208"	"Mehretu"	"Assefa"	NA	NA	NA
"ICUS1209"	"Meiners"	"Roger E."	NA	NA	NA
"ICUS1210"	"Meissner"	"Werner"	NA	NA	NA
"ICUS1211"	"Mejia"	"Jorge María"	NA	NA	NA
"ICUS1212"	"Melamed"	"Avraham"	NA	NA	NA
"ICUS1213"	"Mellanby"	"Kenneth"	"B1908-03-26"	"B1908-03-26"	NA
"ICUS1214"	"Meltzoff"	"Sarah Keene"	NA	NA	NA
"ICUS1215"	"Melvin"	"Mael Avrami"	NA	NA	NA
"ICUS1216"	"Melvin"	"Sofia B."	NA	NA	NA
"ICUS1217"	"Mendelsohn"	"Everett I."	NA	NA	NA
"ICUS1218"	"Menke-Gluckert"	"Peter"	NA	NA	NA
"ICUS1219"	"Menon"	"P. K."	NA	NA	NA
"ICUS1220"	"Mensch"	"Gerhard O."	NA	NA	NA
"ICUS1221"	"Merritt, Jr."	"Lynne Lionel"	NA	NA	NA
"ICUS1222"	"Merton"	"Robert King"	"B1910-07-05"	"B1910-07-05"	"B1910-07-04"
"ICUS1223"	"Mesthene"	"Emmanuel George"	NA	NA	NA
"ICUS1224"	"Meurers"	"Joseph"	NA	NA	NA
"ICUS1225"	"Meyer"	"Thomas R."	NA	NA	NA
"ICUS1226"	"Meyer-Dohm"	"Peter"	NA	NA	NA
"ICUS1227"	"Mfoulou"	"Jean"	NA	NA	NA
"ICUS1228"	"Michael"	"Donald N."	NA	NA	NA
"ICUS1229"	"Michaelis"	"Anthony Rowland"	NA	NA	NA
"ICUS1230"	"Mickelson"	"Sigfried"	NA	NA	NA
"ICUS1231"	"Mickler"	"Michael L."	NA	NA	NA
"ICUS1232"	"Mihram"	"George Arthur"	NA	NA	NA
"ICUS1233"	"Miller"	"Stanley Lloyd"	NA	"B1930-03-07"	"B1930-03-07"
"ICUS1234"	"Mills"	"Mark P."	NA	NA	NA
"ICUS1235"	"Mina"	"Fayez Mourad"	NA	NA	NA
"ICUS1236"	"Minguet"	"Philippe"	NA	NA	NA
"ICUS1237"	"Minners"	"Howard A."	NA	NA	NA
"ICUS1238"	"Minogue"	"Kenneth Robert"	NA	NA	NA
"ICUS1239"	"Mishra"	"Ravi Kant"	NA	NA	NA
"ICUS1240"	"Mitchell"	"Edgar Dean"	"B1930-09-17"	NA	NA
"ICUS1241"	"Mitroff"	"Ian Irving"	NA	NA	NA
"ICUS1242"	"Mitter"	"Wolfgang"	NA	NA	NA
"ICUS1243"	"Miyajima"	"Tatsuoki"	NA	NA	NA
"ICUS1244"	"Miyawaki"	"Akira"	NA	NA	NA
"ICUS1245"	"Miyoshi"	"Osamu"	NA	NA	NA
"ICUS1246"	"Miyuki"	"Mokusen"	NA	NA	NA
"ICUS1247"	"Mizutani"	"Hiroshi"	NA	NA	NA
"ICUS1248"	"Mochida"	"Yutaka"	NA	NA	NA
"ICUS1249"	"Mogey"	"John Macfarlane"	NA	NA	NA
"ICUS1250"	"Moldofsky"	"Naomi"	NA	NA	NA
"ICUS1251"	"Moles"	"Abraham André"	NA	NA	NA
"ICUS1252"	"Molinski"	"Waldemar"	NA	NA	NA
"ICUS1253"	"Moljk"	"Anton"	NA	NA	NA
"ICUS1254"	"Molnar"	"Peter"	NA	NA	NA
"ICUS1255"	"Moltmann"	"Jurgen"	NA	NA	NA
"ICUS1256"	"Monckeberg"	"Fernando"	NA	NA	NA
"ICUS1257"	"Mongar"	"Jack"	NA	NA	NA
"ICUS1258"	"Monke"	"Eric A."	NA	NA	NA
"ICUS1259"	"Montilus"	"Guérin Chapsal"	NA	NA	NA
"ICUS1260"	"Moody"	"Harry Rick"	NA	NA	NA
"ICUS1262"	"Moon"	"Robert James"	NA	NA	NA
"ICUS1263"	"Moon"	"Sun Myung"	NA	NA	NA
"ICUS1264"	"Moore"	"Jerry R."	NA	NA	NA
"ICUS1265"	"Moore"	"John H."	NA	NA	NA
"ICUS1266"	"Moraitis"	"Thanassis"	NA	NA	NA
"ICUS1267"	"Morales-Carrion"	"Arturo"	NA	NA	NA
"ICUS1268"	"Moravcsik"	"Michael J."	NA	NA	NA
"ICUS1269"	"Morgan"	"Herbert R."	NA	NA	NA
"ICUS1270"	"Morgenstern"	"Oscar"	NA	NA	NA
"ICUS1271"	"Mori"	"Ryoichi"	NA	NA	NA
"ICUS1272"	"Mori"	"Takahide"	NA	NA	NA
"ICUS1273"	"Morin-Nahoum"	"Edgar"	NA	NA	NA
"ICUS1274"	"Moses"	"Charles"	NA	NA	NA
"ICUS1275"	"Moss"	"Scott J."	NA	NA	NA
"ICUS1276"	"Motoyama"	"Hiroshi"	NA	NA	NA
"ICUS1277"	"Motz"	"Lloyd"	NA	NA	NA
"ICUS1278"	"Moutsopoulos"	"Evanghelos"	NA	NA	NA
"ICUS1279"	"Moyer"	"Kenneth Evan"	NA	NA	NA
"ICUS1280"	"Mueller-Ibold"	"Klaus"	NA	NA	NA
"ICUS1281"	"Mufti"	"Rashid"	NA	NA	NA
"ICUS1282"	"Mull"	"Donald R."	NA	NA	NA
"ICUS1283"	"Mulliken"	"Robert Sanderson"	"B1896-06-07"	"B1896-06-07"	NA
"ICUS1284"	"Mullins"	"Philip"	NA	NA	NA
"ICUS1285"	"Munz"	"Peter"	NA	NA	NA
"ICUS1286"	"Mupawaenda"	"Anna C."	NA	NA	NA
"ICUS1287"	"Murakami"	"Yoichiro"	NA	NA	NA
"ICUS1288"	"Murphy"	"Matthew Francis"	NA	NA	NA
"ICUS1289"	"Murray"	"Priscilla"	NA	NA	NA
"ICUS1290"	"Murthy"	"M. V. R. S."	NA	NA	NA
"ICUS1291"	"Mustard"	"James Fraser"	NA	NA	NA
"ICUS1292"	"Muth"	"John Fraser"	NA	NA	NA
"ICUS1293"	"Muto"	"Paul Tadao"	NA	NA	NA
"ICUS1294"	"Nadeau"	"Robert L."	NA	NA	NA
"ICUS1295"	"Naess"	"Arne"	NA	NA	NA
"ICUS1296"	"Nagasaka"	"Francis Gen-ichiro"	NA	NA	NA
"ICUS1297"	"Nagata"	"Katsutaro"	NA	NA	NA
"ICUS1298"	"Nagley"	"Winfield E."	NA	NA	NA
"ICUS1299"	"Nagy"	"Denes"	NA	NA	NA
"ICUS1300"	"Nahemow"	"Lucille"	NA	NA	NA
"ICUS1301"	"Nahvi"	"Mahmood J."	NA	NA	NA
"ICUS1302"	"Naidu"	"Ratna"	NA	NA	NA
"ICUS1303"	"Nainggolan"	"Seri Condar"	NA	NA	NA
"ICUS1304"	"Nakagawa"	"Hideyasu"	NA	NA	NA
"ICUS1305"	"Nakagawa"	"Manabu"	NA	NA	NA
"ICUS1306"	"Nakahara"	"Hideomi"	NA	NA	NA
"ICUS1307"	"Nakajima"	"Masaki"	NA	NA	NA
"ICUS1308"	"Nakicenovic"	"Nebojsa"	NA	NA	NA
"ICUS1309"	"Namiki"	"Nobuyoshi"	NA	NA	NA
"ICUS1310"	"Nanda"	"Jatinder Nath"	NA	NA	NA
"ICUS1311"	"Naranjo Vargas"	"Plutarco"	NA	NA	NA
"ICUS1312"	"Nasr"	"Seyyed Hossein"	NA	NA	"B1933-04-07"
"ICUS1313"	"Nasr"	"Vali Reza"	NA	NA	NA
"ICUS1314"	"Ndeti"	"Kivuto"	NA	NA	NA
"ICUS1315"	"Neal"	"Fred Warner"	NA	NA	NA
"ICUS1316"	"Neel"	"Louis Eugene Felix"	"B1904-11-22"	"B1904-11-22"	"B1904-11-22"
"ICUS1317"	"Ne'eman"	"Yuval"	"B1925-05-14"	"B1925-05-14"	"B1925-05-14"
"ICUS1318"	"Nehnevajsa"	"Jiri"	NA	NA	NA
"ICUS1319"	"Newburgh"	"Robert Warren"	NA	NA	NA
"ICUS1320"	"Newcombe"	"Hanna"	NA	NA	NA
"ICUS1321"	"Nezlin"	"Mikhail Veniaminovich"	NA	NA	NA
"ICUS1322"	"Niangoran-Bouah"	"Georges"	NA	NA	NA
"ICUS1323"	"Nicholls"	"Michael"	NA	NA	NA
"ICUS1324"	"Nicholson"	"Kelly"	NA	NA	NA
"ICUS1325"	"Nielsen"	"Kai"	NA	NA	NA
"ICUS1326"	"Niemeyer"	"Gerhart"	"B1907-02-15"	"B1907-02-15"	"B1907"
"ICUS1327"	"Nikolaev"	"Alekseĭ Vsevolodovich"	NA	NA	NA
"ICUS1328"	"Nilsson"	"Sam"	NA	NA	NA
"ICUS1329"	"Nishibori"	"Eizaburo"	NA	NA	NA
"ICUS1330"	"Nishimura"	"Shun'ichi"	NA	NA	NA
"ICUS1331"	"Nishio"	"Riitsu"	NA	NA	NA
"ICUS1332"	"Niskin"	"Shale Jack"	NA	NA	NA
"ICUS1333"	"Nixon"	"Alan C."	NA	NA	NA
"ICUS1334"	"Njock"	"G. Edward"	NA	NA	NA
"ICUS1335"	"Noble"	"Jane"	NA	NA	NA
"ICUS1336"	"Noda"	"Keisuke"	NA	NA	NA
"ICUS1337"	"Noda"	"Masaharu"	NA	NA	NA
"ICUS1338"	"Noel-Baker"	"Philip John"	"B1889-11-01"	NA	NA
"ICUS1339"	"Nomura"	"Kenji"	NA	NA	NA
"ICUS1340"	"Noonan"	"Richard D."	NA	NA	NA
"ICUS1341"	"Fortunate Eagle"	"Adam Nordwall"	NA	NA	NA
"ICUS1342"	"Norrish"	"Ronald George Wreyford"	"B1897-11-09"	NA	NA
"ICUS1343"	"Northrup"	"Filmer Stuart Cuckow"	NA	NA	NA
"ICUS1344"	"Norton"	"Michael G."	NA	NA	NA
"ICUS1345"	"Novak"	"Philip"	NA	NA	NA
"ICUS1346"	"Novak"	"Richey"	NA	NA	NA
"ICUS1347"	"Novosel"	"Pavao"	NA	NA	NA
"ICUS1348"	"Nowell-Smith"	"Patrick"	NA	NA	NA
"ICUS1349"	"Nutz"	"Walter"	NA	NA	NA
"ICUS1350"	"Oae"	"Shigeru"	NA	NA	NA
"ICUS1351"	"Oates"	"Joyce Carol"	NA	NA	"B1938-06-16"
"ICUS1352"	"Obayashi"	"Tatsuzo"	NA	NA	NA
"ICUS1353"	"Obeng"	"Letitia Eva"	NA	NA	"B1925-01-10"
"ICUS1354"	"Oberg"	"James Edward"	NA	NA	NA
"ICUS1355"	"O'Brien"	"Brian J."	"B1898-01-02"	"B1898-01-02"	"B1898-01-02"
"ICUS1356"	"O'Connor"	"Anthony Michael"	NA	NA	NA
"ICUS1357"	"Oeschger"	"Hans"	NA	NA	NA
"ICUS1358"	"O'Hear"	"Anthony"	NA	NA	NA
"ICUS1359"	"Ohin"	"Alexandre J."	"B1920-03-20"	NA	NA
"ICUS1360"	"Ollom"	"John Frederick"	NA	NA	NA
"ICUS1361"	"Okatcha"	"Frederick M."	NA	NA	NA
"ICUS1362"	"Okoli"	"Ekwueme Felix"	NA	NA	NA
"ICUS1363"	"Olds"	"Glenn Alvero"	NA	NA	NA
"ICUS1364"	"O'Leary"	"Brian Todd"	NA	NA	NA
"ICUS1365"	"Oliver Jr."	"Horace G."	NA	NA	NA
"ICUS1366"	"Oloko"	"Olatunde"	NA	NA	NA
"ICUS1367"	"Omidvar"	"Kazem"	NA	NA	NA
"ICUS1368"	"Oncley"	"John Lawrence"	NA	NA	NA
"ICUS1369"	"Onwuka"	"Ralph Iheanyi"	NA	NA	NA
"ICUS1370"	"Ooshika"	"Yuzuru"	NA	NA	NA
"ICUS1371"	"Oosthuizen"	"Gerhard"	NA	NA	NA
"ICUS1372"	"Opp"	"Karl-Dieter"	NA	NA	NA
"ICUS1373"	"Ordeshook"	"Peter Carl"	NA	NA	NA
"ICUS1374"	"O'Regan"	"Brendan"	NA	NA	NA
"ICUS1375"	"Orth"	"Ernst Wolfgang"	NA	NA	NA
"ICUS1376"	"Ostriker"	"Jeremiah Paul"	NA	"B1937-01-13"	"B1937-04-13"
"ICUS1377"	"Ostrom"	"Vincent"	NA	NA	NA
"ICUS1378"	"Otani"	"Akifumi"	NA	NA	NA
"ICUS1379"	"Otero Ruiz"	"Efraim"	NA	NA	NA
"ICUS1380"	"Otsuka"	"Shigeru"	NA	NA	NA
"ICUS1381"	"Ovtcharov"	"Rumen"	NA	NA	NA
"ICUS1382"	"Owusu"	"Maxwell K."	NA	NA	NA
"ICUS1383"	"Oxenham"	"John"	NA	NA	NA
"ICUS1384"	"Pachocinski"	"Ryszard"	NA	NA	NA
"ICUS1385"	"Paik"	"Chull"	NA	NA	NA
"ICUS1386"	"Palay"	"Sanford Louis"	NA	NA	NA
"ICUS1387"	"Palmer"	"Spencer John"	NA	NA	NA
"ICUS1388"	"Palter"	"Robert Monroe"	NA	NA	NA
"ICUS1389"	"Paoletti"	"Maurizio Guido"	NA	NA	NA
"ICUS1390"	"Papagiannis"	"Michael Demetrius"	NA	NA	NA
"ICUS1391"	"Paquet"	"Jean-Guy"	NA	NA	NA
"ICUS1392"	"Paradis"	"Andree"	NA	NA	NA
"ICUS1393"	"Park"	"Charles Rawlinson"	NA	"B1916"	"B1916-03-02"
"ICUS1394"	"Park"	"Choong-Suh"	NA	NA	NA
"ICUS1395"	"Park"	"Han Shik"	NA	NA	NA
"ICUS1396"	"Park"	"Paul Kilho"	NA	NA	NA
"ICUS1397"	"Parpia"	"Husain A. B."	NA	NA	NA
"ICUS1398"	"Parra-Luna"	"Francisco"	NA	NA	NA
"ICUS1399"	"Parrinder"	"Geoffrey"	NA	NA	NA
"ICUS1400"	"Parsegian"	"Vozcan Lawrence"	NA	NA	NA
"ICUS1401"	"Parsons"	"Arthur Shattuck"	NA	NA	NA
"ICUS1402"	"Patai"	"Raphael"	NA	NA	NA
"ICUS1403"	"Patiño"	"José Félix"	NA	NA	NA
"ICUS1404"	"Paul"	"Norman L."	NA	NA	NA
"ICUS1405"	"Pawar"	"Shri M. S."	NA	NA	NA
"ICUS1406"	"Pawlowski"	"Krzysztof Kazimierz"	NA	NA	NA
"ICUS1407"	"Pawson"	"Ray"	NA	NA	NA
"ICUS1408"	"Pearson"	"Paul B."	NA	NA	NA
"ICUS1409"	"Peccei"	"Aurelio"	"B1908-07-04"	NA	NA
"ICUS1410"	"Pei"	"Wu-Huan"	NA	NA	NA
"ICUS1411"	"Penasse"	"Lucien"	NA	NA	NA
"ICUS1412"	"Penfold"	"Anthony H."	NA	NA	NA
"ICUS1413"	"Pentikäinen"	"Juha"	NA	NA	NA
"ICUS1414"	"Peperzak"	"Adriaan Theodoor"	NA	NA	NA
"ICUS1415"	"Perović"	"Miloš R."	NA	NA	NA
"ICUS1416"	"Perroux"	"François"	"B1903-12-19"	"B1903-12-19"	NA
"ICUS1417"	"Perry"	"Alfred M."	NA	NA	NA
"ICUS1418"	"Perry"	"Paul J."	NA	NA	NA
"ICUS1419"	"Petersen"	"Arne Friemuth"	NA	NA	NA
"ICUS1420"	"Petrobelli"	"Pierluigi"	NA	NA	NA
"ICUS1421"	"Petroni"	"Angelo Maria"	NA	NA	NA
"ICUS1422"	"Petrov"	"Alexander"	NA	NA	NA
"ICUS1423"	"Petrovic"	"Alexandre G."	NA	NA	NA
"ICUS1424"	"Phan"	"Peter C."	NA	NA	NA
"ICUS1425"	"Philipps"	"Herbert"	NA	NA	NA
"ICUS1426"	"Phillips"	"Nicholas J."	NA	NA	NA
"ICUS1427"	"Phlegar"	"Jacquelyn Kegley"	NA	NA	NA
"ICUS1428"	"Phlegar"	"Theodore Curtis"	NA	NA	NA
"ICUS1429"	"Piaget"	"Jean"	"B1896-08-09"	NA	NA
"ICUS1430"	"Piatier"	"André"	"B1914-06-25"	"B1914-06-25"	NA
"ICUS1431"	"Piccard"	"Jacques"	"B1922-07-28"	"B1922-07-28"	"B1922-07-28"
"ICUS1432"	"Pietschmann"	"Herbert"	NA	NA	NA
"ICUS1433"	"Piganiol"	"Pierre"	NA	NA	NA
"ICUS1434"	"Pikas"	"Anatol"	NA	NA	NA
"ICUS1435"	"Pillsbury"	"Barbara L. K."	NA	NA	NA
"ICUS1436"	"Pimentel"	"David"	NA	NA	NA
"ICUS1437"	"Pincheira"	"Guido"	NA	NA	NA
"ICUS1438"	"Piotrowski"	"Jerzy"	NA	NA	NA
"ICUS1439"	"Pirtle"	"Lizette"	NA	NA	NA
"ICUS1440"	"Platonov"	"Alexey"	NA	NA	NA
"ICUS1441"	"Pleijel"	"Ake"	NA	NA	NA
"ICUS1442"	"Pobanz"	"Kerry C."	NA	NA	NA
"ICUS1443"	"Azorín Poch"	"Francisco"	NA	NA	NA
"ICUS1444"	"Pöggeler"	"Otto"	NA	NA	"B1928-12-12"
"ICUS1445"	"Pogue"	"Delores"	NA	NA	NA
"ICUS1446"	"Pohl"	"Frederick"	NA	NA	NA
"ICUS1447"	"Pollard"	"William Grosvenor"	NA	NA	NA
"ICUS1448"	"Ponnamperuma"	"Cyril"	NA	NA	NA
"ICUS1449"	"Poole"	"Alan D."	NA	NA	NA
"ICUS1450"	"Popper"	"Hans"	NA	NA	NA
"ICUS1451"	"Popper"	"Karl Raimund"	"B1902-07-28"	"B1902-07-28"	NA
"ICUS1452"	"Posarac"	"Aleksandra"	NA	NA	NA
"ICUS1453"	"Pospelov"	"Igorʹ Germogenovich"	NA	NA	NA
"ICUS1454"	"Post"	"John Frederick"	NA	NA	NA
"ICUS1455"	"Post"	"Stephen Garrard"	NA	NA	NA
"ICUS1456"	"Power"	"Camilia"	NA	NA	NA
"ICUS1457"	"Prakash"	"Ravi"	NA	NA	NA
"ICUS1458"	"Pratt"	"Edward O."	NA	NA	NA
"ICUS1459"	"Prechter Jr"	"Robert Rougelot"	NA	NA	NA
"ICUS1460"	"Preparata"	"Giuliano"	NA	NA	NA
"ICUS1461"	"Pribram"	"Karl Harry"	NA	NA	NA
"ICUS1462"	"Price"	"Charles Coale"	NA	NA	NA
"ICUS1463"	"Prickett"	"Stephen"	NA	NA	NA
"ICUS1464"	"Prigogine"	"Ilya Ramanovich"	"B1917-01-25"	"B1917-01-25"	"B1917-01-25"
"ICUS1465"	"Primas"	"Hans"	NA	NA	NA
"ICUS1466"	"Pringle"	"John William Sutton"	NA	NA	NA
"ICUS1467"	"Procaccia"	"Itamar"	NA	NA	NA
"ICUS1468"	"Proctor"	"Donald Frederick"	NA	NA	NA
"ICUS1469"	"Proctor"	"John Howard"	NA	NA	NA
"ICUS1470"	"Proctor"	"Paul Dean"	NA	NA	NA
"ICUS1471"	"Prothro"	"Edwin Terry"	NA	NA	NA
"ICUS1472"	"Hintikka"	"Merrill Bristow (Provence)"	NA	NA	NA
"ICUS1473"	"Prucha"	"Jan"	NA	NA	NA
"ICUS1474"	"Psomopoulos"	"Panayis"	NA	NA	NA
"ICUS1475"	"Pulida"	"Carlos"	NA	NA	NA
"ICUS1476"	"Puranen"	"Bi"	NA	NA	NA
"ICUS1477"	"Purdy"	"William Crossley"	NA	NA	NA
"ICUS1478"	"Puri"	"Gopal Singh"	NA	NA	NA
"ICUS1479"	"Quadens"	"Olga"	NA	NA	NA
"ICUS1480"	"Quine"	"Willard Van Orman"	"B1908-06-25"	"B1908-06-25"	"B1908-06-25"
"ICUS1481"	"Quispel"	"Gilles"	NA	NA	NA
"ICUS1482"	"Rabi"	"Isidor Isaac"	"B1989-07-29"	"B1898-07-29"	NA
"ICUS1483"	"Rabie"	"Mohamed"	NA	NA	NA
"ICUS1484"	"Rabinovitch"	"Mikhail Izrailevich"	NA	NA	NA
"ICUS1485"	"Radkowsky"	"Alvin"	NA	NA	NA
"ICUS1486"	"Radkowsky"	"Annette Eisenberg"	NA	NA	NA
"ICUS1487"	"Radnitzky"	"Gerard"	NA	NA	NA
"ICUS1488"	"Rafeq"	"Abdul-Karim"	NA	NA	NA
"ICUS1489"	"Rahman"	"Abdur"	NA	NA	NA
"ICUS1490"	"Rakic"	"Ljubisav M."	NA	NA	NA
"ICUS1491"	"Rambidi"	"Nicholas George"	NA	NA	NA
"ICUS1492"	"Ramey"	"James W."	NA	NA	NA
"ICUS1493"	"Ramirez"	"Jesus Martin"	NA	NA	NA
"ICUS1494"	"Ramirez"	"Ricardo"	NA	NA	NA
"ICUS1495"	"Ramon"	"Ceon"	NA	NA	NA
"ICUS1496"	"Rand"	"George Dutton"	NA	NA	NA
"ICUS1497"	"Randolph"	"Yaovi E."	NA	NA	NA
"ICUS1498"	"Rannit"	"Aleksis"	NA	NA	NA
"ICUS1499"	"Arvola-Rantanen"	"Marja"	NA	NA	NA
"ICUS1500"	"Rao"	"K. L. Seshagiri"	NA	NA	NA
"ICUS1501"	"Rao"	"Y. V. Lakshmana"	NA	NA	NA
"ICUS1502"	"Rasool"	"Saiyed Ichtiaque"	NA	NA	NA
"ICUS1503"	"Ratanakul"	"Pinit"	NA	NA	NA
"ICUS1504"	"Rather"	"Lelland Joseph"	NA	NA	NA
"ICUS1505"	"Rau"	"Carl"	NA	NA	NA
"ICUS1506"	"Rauf"	"Muhamad Abdul"	NA	NA	NA
"ICUS1507"	"Rauscher"	"Elizabeth A."	NA	NA	NA
"ICUS1508"	"Raven"	"Ronald William"	NA	NA	NA
"ICUS1509"	"Ravindra"	"Ravi"	NA	NA	NA
"ICUS1510"	"Rawat"	"Kirti Swaroop"	NA	NA	NA
"ICUS1511"	"Ray"	"Lewis"	NA	NA	NA
"ICUS1512"	"Rayapen"	"Lewis C. A."	NA	NA	NA
"ICUS1513"	"Razumova"	"Ksenia Aleksandrovna"	NA	NA	NA
"ICUS1514"	"Reck"	"Andrew Joseph"	NA	NA	NA
"ICUS1515"	"Reeves"	"Gene G."	NA	NA	NA
"ICUS1516"	"Reeves"	"Marjorie Ethel"	NA	"B1905-07-17"	NA
"ICUS1517"	"Reith"	"Charles C."	NA	NA	NA
"ICUS1518"	"Renfrew"	"Malcolm Mackenzie"	NA	NA	NA
"ICUS1519"	"Rescher"	"Nicholas"	NA	NA	"B1928-07-15"
"ICUS1520"	"Reyes"	"Ramon Castillo"	NA	NA	NA
"ICUS1521"	"Reynolds"	"Peter C."	NA	NA	NA
"ICUS1522"	"Rhee"	"Keun-Ho"	NA	NA	NA
"ICUS1523"	"Rhee"	"Kyu-Ho"	NA	NA	NA
"ICUS1524"	"Rheinfrank III"	"John J."	NA	NA	NA
"ICUS1525"	"Rhi"	"Ki-Young"	NA	NA	NA
"ICUS1526"	"Rhine"	"Joseph Banks"	NA	NA	NA
"ICUS1527"	"Richards"	"David Armand Joseph"	NA	NA	NA
"ICUS1528"	"Richardson"	"Herbert Warren"	NA	NA	NA
"ICUS1529"	"Richardson"	"Roger W."	NA	NA	NA
"ICUS1530"	"Richardson"	"William John"	NA	NA	NA
"ICUS1531"	"Calder"	"Peter Ritchie"	NA	NA	NA
"ICUS1532"	"Ricketts"	"Robert Murray"	NA	NA	NA
"ICUS1533"	"Riecken"	"Henry William"	NA	NA	NA
"ICUS1534"	"Ritterbush"	"Philip C."	NA	NA	NA
"ICUS1535"	"Rivett"	"Berwyn Hugh Patrick"	NA	NA	NA
"ICUS1536"	"Robbins"	"Earldean V. S."	NA	NA	NA
"ICUS1537"	"Roberts"	"Richard Brooke"	NA	NA	NA
"ICUS1538"	"Robertson"	"Rebecca"	NA	NA	NA
"ICUS1539"	"Robertson"	"Roland"	NA	NA	NA
"ICUS1540"	"Robinson"	"Daniel Nicholas"	NA	NA	NA
"ICUS1541"	"Robinson"	"Edward Armitage"	NA	NA	NA
"ICUS1542"	"Robinson"	"Enders Anthony"	NA	NA	NA
"ICUS1543"	"Rödding"	"Walburga"	NA	NA	NA
"ICUS1544"	"Rodman"	"John R."	NA	NA	NA
"ICUS1545"	"Rodriguez Delgado"	"Rafael"	NA	NA	NA
"ICUS1546"	"Roger"	"Jacques"	NA	NA	NA
"ICUS1547"	"Rogner"	"Ingrid Birgitta"	NA	NA	NA
"ICUS1548"	"Rogowski"	"Józef"	NA	NA	NA
"ICUS1549"	"Rohatgi"	"Kalpana"	NA	NA	NA
"ICUS1550"	"Rohatgi"	"Pradeep Kumar"	NA	NA	NA
"ICUS1551"	"Rohmann"	"Klaus"	NA	NA	NA
"ICUS1552"	"Romo Saltos"	"Luis A."	NA	NA	NA
"ICUS1553"	"Rörsch"	"Arthur"	NA	NA	NA
"ICUS1554"	"Rose"	"Mary Carman"	NA	NA	NA
"ICUS1555"	"Rosen"	"Steven Jack"	NA	NA	NA
"ICUS1556"	"Rosenberg"	"Leon J."	NA	NA	NA
"ICUS1557"	"Rosenblueth"	"Emilio"	NA	NA	NA
"ICUS1558"	"Rosenfeld"	"Albert"	NA	NA	NA
"ICUS1559"	"Rosenmayr"	"Hilde"	NA	NA	NA
"ICUS1560"	"Rosenmayr"	"Leopold"	NA	NA	NA
"ICUS1561"	"Rosenqvist"	"Ivan Thoralf"	NA	NA	NA
"ICUS1562"	"Roslansky"	"John Dale"	NA	NA	NA
"ICUS1563"	"Rosow"	"Irving"	NA	NA	NA
"ICUS1564"	"Ross"	"Sherman"	NA	NA	NA
"ICUS1565"	"Rotblat"	"Joseph"	"B1908-11-04"	"B1908-11-04"	"B1908-11-04"
"ICUS1566"	"Roth"	"John King"	NA	NA	NA
"ICUS1567"	"Rottenberg"	"Simon"	NA	NA	NA
"ICUS1568"	"Rouve"	"Pierre"	NA	NA	NA
"ICUS1569"	"Rowe"	"David Nelson"	NA	NA	NA
"ICUS1570"	"Rowland"	"Frank Sherwood"	NA	NA	NA
"ICUS1571"	"Roy"	"William Theodore"	NA	NA	NA
"ICUS1572"	"Royce"	"Joseph Russell"	NA	NA	NA
"ICUS1573"	"Roze"	"Janis Arnold"	NA	NA	NA
"ICUS1574"	"Rubenstein"	"Betty Rogers"	NA	NA	NA
"ICUS1575"	"Rubenstein"	"Richard L."	NA	NA	NA
"ICUS1576"	"Rubinger"	"Richard"	NA	NA	NA
"ICUS1577"	"Rueff"	"Jacques"	"B1896-08-23"	NA	NA
"ICUS1578"	"Ruegg"	"Walter Heinrich‏"	NA	NA	NA
"ICUS1579"	"Rukare"	"Enoka H."	NA	NA	NA
"ICUS1580"	"Rumscheidt"	"Hans Martin"	NA	NA	NA
"ICUS1581"	"Russell"	"John L."	NA	NA	NA
"ICUS1582"	"Rutter"	"William J."	NA	NA	NA
"ICUS1583"	"Ryan"	"John William"	NA	NA	NA
"ICUS1584"	"Ryzl"	"Milan"	NA	NA	NA
"ICUS1585"	"Sabato"	"Jorge Alberto"	NA	NA	NA
"ICUS1586"	"Sabelman"	"Eric E."	NA	NA	NA
"ICUS1587"	"Sabouret"	"Jean-Francois"	NA	NA	NA
"ICUS1588"	"Sachs"	"Vladimir"	NA	NA	NA
"ICUS1589"	"Sagasti"	"Francisco R."	NA	NA	NA
"ICUS1590"	"Sakai"	"Hidehisa"	NA	NA	NA
"ICUS1591"	"Sakamoto"	"Hyakudai"	NA	NA	NA
"ICUS1592"	"Sakr"	"Mohamed Ahmed"	NA	NA	NA
"ICUS1593"	"Salaquarda"	"Joerg"	NA	NA	NA
"ICUS1594"	"Salazar"	"Zeus A."	NA	NA	NA
"ICUS1595"	"Saleh"	"Rouchdy S."	NA	NA	NA
"ICUS1596"	"Salin"	"Pascal"	NA	NA	NA
"ICUS1597"	"Salk"	"Jonas Edward"	"B1914-10-28"	"B1914-10-28"	NA
"ICUS1598"	"Salonen"	"Neil Albert"	NA	NA	NA
