"ID"	"Surname"	"Given"	"IntlWW40"	"IntlWW50"	"IntlWW60"
"ICUS0403"	"Davies"	"David Arthur"	"B1913-11-11"	"B1913-11-11"	NA
"ICUS0404"	"Davies"	"P.M.C."	NA	NA	NA
"ICUS0405"	"Davis"	"George Kelso"	NA	NA	"B1910-07-02"
"ICUS0406"	"Dawe"	"Donald G."	NA	NA	NA
"ICUS0407"	"Dayton"	"Donald W."	NA	NA	NA
"ICUS0408"	"Wanderley"	"Milton de Barros"	NA	NA	NA
"ICUS0409"	"De Benedetti"	"Sergio"	NA	NA	NA
"ICUS0410"	"de Bie"	"Pierre"	NA	NA	NA
"ICUS0411"	"DeClaris"	"Nicholas"	NA	NA	NA
"ICUS0412"	"de Duve"	"Christian René"	"B1917-10-02"	"B1917-10-02"	"B1917-10-02"
"ICUS0413"	"Gaudeau"	"Claude"	NA	NA	NA
"ICUS0414"	"De Jasay"	"Anthony"	NA	NA	NA
"ICUS0415"	"Jouvenel"	"Hugues de"	NA	NA	NA
"ICUS0416"	"de la Tijera"	"Eduardo"	NA	NA	NA
"ICUS0417"	"Torre"	"Armando de la"	NA	NA	NA
"ICUS0418"	"DeLannoy"	"Jean-Louis"	NA	NA	NA
"ICUS0419"	"De Ment"	"Jack A."	NA	NA	NA
"ICUS0420"	"de Nicolas"	"Antonio T."	NA	NA	NA
"ICUS0421"	"de Reuck"	"Anthony Vivian Smith"	NA	NA	NA
"ICUS0422"	"de Reuck"	"K. Marjorie"	NA	NA	NA
"ICUS0423"	"De Silva"	"Padmasiri"	NA	NA	NA
"ICUS0424"	"De Alessi"	"Louis"	NA	NA	NA
"ICUS0425"	"Deepak"	"Adarsh"	NA	NA	NA
"ICUS0426"	"Batlle"	"Alcira María del Carmen"	NA	NA	NA
"ICUS0427"	"Campo Urbano"	"Salustiano del"	NA	NA	NA
"ICUS0428"	"Delchev"	"Yavor"	NA	NA	NA
"ICUS0429"	"Delgado"	"José Manuel Rodríguez"	NA	NA	NA
"ICUS0430"	"Demeny"	"Paul George"	NA	NA	NA
"ICUS0431"	"Dengler"	"Roman"	NA	NA	NA
"ICUS0432"	"Denhardt"	"Robert"	NA	NA	NA
"ICUS0433"	"Denman"	"Donald Robert"	NA	NA	NA
"ICUS0434"	"DePaula"	"Geraldine"	NA	NA	NA
"ICUS0435"	"DePryck"	"Koen"	NA	NA	NA
"ICUS0436"	"Deshpande"	"B.G."	NA	NA	NA
"ICUS0437"	"Deutsch"	"Eliot"	NA	NA	NA
"ICUS0438"	"Deutsch"	"Morton"	NA	NA	NA
"ICUS0439"	"Dewan"	"Madan Lal"	NA	NA	NA
"ICUS0440"	"Dickson"	"Kwesi Abotsia"	NA	NA	NA
"ICUS0441"	"Diop"	"Babaker"	NA	NA	NA
"ICUS0442"	"Dissanayake"	"Ellen"	NA	NA	NA
"ICUS0443"	"Djojohadikusumo"	"Sumitro"	"B1917-05-29"	"B1917-05-29"	NA
"ICUS0444"	"Dobriansky"	"Lev E."	NA	NA	NA
"ICUS0445"	"Dobrocheev"	"Oleg"	NA	NA	NA
"ICUS0446"	"Doby"	"John Thomas"	NA	NA	NA
"ICUS0447"	"Dobzhansky"	"Theodosius"	NA	NA	NA
"ICUS0448"	"Doebler"	"Matthias"	NA	NA	NA
"ICUS0449"	"Domash"	"Lawrence H."	NA	NA	NA
"ICUS0450"	"Donahue"	"Thomas Michael"	NA	"B1921-05-21"	"B1921-05-23"
"ICUS0451"	"Donchin"	"Anne"	NA	NA	NA
"ICUS0452"	"Donoso"	"Alvaro"	NA	"B1951"	NA
"ICUS0453"	"Dou"	"Alberto"	NA	NA	NA
"ICUS0454"	"Doub II"	"William Coligny"	NA	NA	NA
"ICUS0455"	"Dougherty"	"Jude Patrick"	NA	NA	NA
"ICUS0456"	"Doxiadis"	"Constantinos Apostolou"	NA	NA	NA
"ICUS0457"	"Drachkovitch"	"Milorad M."	NA	NA	NA
"ICUS0458"	"Dror"	"Rachel"	NA	NA	NA
"ICUS0459"	"Dror"	"Yehezkel"	NA	NA	NA
"ICUS0460"	"Dube"	"Shyama Charan"	NA	NA	NA
"ICUS0461"	"Dubois"	"Jacques"	"B1920-04-13"	"B1920-04-13"	"B1920-04-13"
"ICUS0462"	"Dufrenne"	"Mikel"	NA	NA	NA
"ICUS0463"	"Dukan"	"Laurent"	NA	NA	NA
"ICUS0464"	"Dunitz"	"Jack David"	NA	"B1923-03-29"	"B1923-03-29"
"ICUS0465"	"Dunn"	"James Robert"	NA	NA	NA
"ICUS0466"	"Dunn"	"Peter D."	NA	NA	NA
"ICUS0467"	"Dunstan"	"Gordon Reginald"	NA	"B1926-09-21"	"B1917-04-25"
"ICUS0468"	"Durand"	"Gilbert"	NA	NA	NA
"ICUS0469"	"Durst"	"Mose"	NA	NA	NA
"ICUS0470"	"Dutton"	"Denis"	NA	NA	NA
"ICUS0471"	"Dwyer"	"Denis John"	NA	NA	NA
"ICUS0472"	"Dy Jr"	"Manuel B."	NA	NA	NA
"ICUS0473"	"Dyckman"	"John W."	NA	NA	NA
"ICUS0474"	"Easterlin"	"Nancy"	NA	NA	NA
"ICUS0475"	"Eaton"	"David"	NA	NA	NA
"ICUS0476"	"Ebenegger"	"Christian"	NA	NA	NA
"ICUS0477"	"Eby"	"Lloyd"	NA	NA	NA
"ICUS0478"	"Eccles"	"John Carew"	"B1903-01-27"	"B1903-01-27"	"B1903-01-27"
"ICUS0479"	"Eccles"	"Lady Helena"	NA	NA	NA
"ICUS0480"	"Edgington"	"Dorothy"	NA	NA	NA
"ICUS0481"	"Edwards"	"Joshua L."	NA	NA	NA
"ICUS0482"	"Effat"	"Ragia Mohamed"	NA	NA	NA
"ICUS0483"	"Eigen"	"Manfred"	"B1927-05-09"	"B1927-05-09"	"B1927-05-09"
"ICUS0484"	"Elahwal"	"Abdel Karim Aly"	NA	NA	NA
"ICUS0485"	"Elaigwu"	"Jonah Isawa"	NA	NA	NA
"ICUS0486"	"Elbek"	"Bent"	NA	NA	NA
"ICUS0487"	"Eliach"	"Yaffa"	NA	NA	NA
"ICUS0488"	"Elinson"	"Jack"	NA	"B1917-06-30"	"B1917-06-30"
"ICUS0489"	"Ellison"	"Arthur James"	NA	NA	NA
"ICUS0490"	"Ellison"	"J. Audrey"	NA	NA	NA
"ICUS0491"	"Ellsaesser"	"Hugh W."	NA	NA	NA
"ICUS0492"	"Ellsaesser"	"Inge"	NA	NA	NA
"ICUS0493"	"Elsasser"	"Walter Maurice"	"B1904-03-20"	"B1904-03-20"	NA
"ICUS0494"	"Elzaburu Márquez"	"Fernando de"	NA	NA	NA
"ICUS0495"	"El-Zaim"	"Issam"	NA	NA	NA
"ICUS0496"	"Emenyonu"	"Ernest N."	NA	NA	NA
"ICUS0497"	"Emery"	"Frederick Edmund"	NA	NA	NA
"ICUS0498"	"Emery-Hellwig"	"Eric"	NA	NA	NA
"ICUS0499"	"Ensign"	"C. David"	NA	NA	NA
"ICUS0500"	"Enz"	"Charles Paul"	NA	NA	NA
"ICUS0501"	"Eraj"	"Yusuf Ali"	NA	NA	NA
"ICUS0502"	"Ercoli"	"N."	NA	NA	NA
"ICUS0503"	"Ericson"	"Richard Ferdinand"	NA	NA	NA
"ICUS0504"	"Esaki"	"Reona (Leo)"	"B1925-03-12"	"B1925-03-12"	"B1925-03-12"
"ICUS0505"	"Escobar"	"Alfonso"	NA	NA	NA
"ICUS0506"	"Esposito"	"Bruce J."	NA	NA	NA
"ICUS0507"	"Evans"	"N. Ray"	NA	NA	NA
"ICUS0508"	"Everett"	"A. Gordon"	NA	NA	NA
"ICUS0509"	"Fallding"	"Harold"	NA	NA	NA
"ICUS0510"	"Fallon"	"Timothy Patrick"	NA	NA	NA
"ICUS0511"	"Farmer"	"James Leonard"	"B1920-01-12"	"B1920-01-12"	"B1920-01-12"
"ICUS0512"	"Fateley"	"William Gene"	NA	NA	NA
"ICUS0513"	"Fedanzo Jr"	"Anthony J."	NA	NA	NA
"ICUS0514"	"Fei"	"John Ching-Han"	NA	NA	NA
"ICUS0515"	"Feinberg"	"Joel"	NA	NA	"B1926-10-19"
"ICUS0516"	"Feinendegen"	"Ludwig E."	NA	NA	"B1927-01-01"
"ICUS0517"	"Felt"	"James Wright"	NA	NA	NA
"ICUS0518"	"Fernando"	"Felix"	NA	NA	NA
"ICUS0519"	"Fernando"	"Sumana"	NA	NA	NA
"ICUS0520"	"Ferracuti"	"Franco"	NA	NA	NA
"ICUS0521"	"Ferrantello"	"Donna"	NA	NA	NA
"ICUS0522"	"Ferré"	"Frederick Pond"	NA	NA	NA
"ICUS0523"	"Ferrell"	"Donald R."	NA	NA	NA
"ICUS0524"	"Feyerabend"	"Paul Karl"	NA	NA	NA
"ICUS0525"	"Fichter"	"Joseph Henry"	NA	NA	NA
"ICUS0526"	"Filstead"	"William J."	NA	NA	NA
"ICUS0527"	"Finch"	"Henry Le Roy"	NA	NA	NA
"ICUS0528"	"Findlay"	"John Niemeyer"	NA	NA	NA
"ICUS0529"	"Fink"	"Richard Walter"	NA	NA	NA
"ICUS0530"	"Finkelman"	"Jacobo"	NA	NA	NA
"ICUS0531"	"Finkelstein"	"David Ritz"	NA	NA	NA
"ICUS0532"	"Finn"	"Edward J."	NA	NA	NA
"ICUS0533"	"Fishel"	"Simon"	NA	NA	NA
"ICUS0534"	"Fisher"	"David"	NA	NA	NA
"ICUS0535"	"Fleming"	"James Rodger"	NA	NA	NA
"ICUS0536"	"Flew"	"Antony Garrard Newton"	NA	NA	NA
"ICUS0537"	"Flinn"	"Frank K."	NA	NA	NA
"ICUS0538"	"Flouris"	"George"	NA	NA	NA
"ICUS0539"	"Fomenko"	"Anatoly Timofeevich"	NA	NA	"B1945-03-13"
"ICUS0540"	"Fong"	"Peter"	NA	NA	NA
"ICUS0541"	"Forchheimer"	"Robert"	NA	NA	NA
"ICUS0542"	"Ford"	"Hugh"	NA	"B1913-07-16"	"B1913-07-16"
"ICUS0543"	"Fornallaz"	"Pierre"	NA	NA	NA
"ICUS0544"	"Fornell"	"Claes"	NA	NA	NA
"ICUS0545"	"Forssmann"	"Werner Theodor Otto"	NA	NA	NA
"ICUS0546"	"Fort"	"Joel"	NA	NA	NA
"ICUS0547"	"Foster"	"A. Durwood"	NA	NA	NA
"ICUS0548"	"Foster"	"Richard B."	NA	NA	NA
"ICUS0549"	"Frankel"	"Charles"	NA	NA	"B1911-03-06"
"ICUS0550"	"Frankl"	"Viktor Emil"	NA	NA	NA
"ICUS0551"	"Fraser"	"Stewart Erskine"	NA	NA	NA
"ICUS0552"	"Frassetto"	"Roberto"	NA	NA	NA
"ICUS0553"	"Fridman"	"Alexei Maksimovich"	NA	NA	NA
"ICUS0554"	"Friedman"	"Jerome Isaac"	NA	NA	"B1930-03-28"
"ICUS0555"	"Friedman"	"Maurice Stanley"	NA	NA	NA
"ICUS0556"	"Fritzsch"	"Harald"	NA	NA	NA
"ICUS0557"	"Fritzsche"	"Helmut Gottfried"	NA	NA	NA
"ICUS0558"	"Fry"	"Michael Graham"	NA	NA	NA
"ICUS0559"	"Fu"	"Charles Wei-hsun"	NA	NA	NA
"ICUS0560"	"Fuchs"	"Wilhelm"	NA	NA	NA
"ICUS0561"	"Fucks"	"Wilhelm"	NA	NA	NA
"ICUS0562"	"Fujimoto"	"Takashi"	NA	NA	NA
"ICUS0563"	"Fujita"	"Tadashi"	NA	NA	NA
"ICUS0564"	"Fujiwara"	"Kikuo"	NA	NA	NA
"ICUS0565"	"Fukuchi"	"Takao"	NA	NA	NA
"ICUS0566"	"Fukuda"	"Nobuyuki"	NA	NA	NA
"ICUS0567"	"Fuller"	"Robert Works"	NA	NA	NA
"ICUS0568"	"Furuta"	"Takeshi"	NA	NA	NA
"ICUS0569"	"Fusamura"	"Nobuo"	NA	NA	NA
"ICUS0570"	"Gaba"	"Christian R."	NA	NA	NA
"ICUS0571"	"Gabor"	"Dennis"	"B1900-06-05"	NA	NA
"ICUS0572"	"Galantay"	"Ervin Y."	NA	NA	NA
"ICUS0573"	"Galaty"	"John G."	NA	NA	NA
"ICUS0574"	"Gallagher"	"Glen"	NA	NA	NA
"ICUS0575"	"Galperin"	"Charles"	NA	NA	NA
"ICUS0576"	"Gandhi"	"Ramchandra"	NA	NA	NA
"ICUS0577"	"Gangadean"	"Ashok Kumar"	NA	NA	NA
"ICUS0578"	"Chaban"	"Michèle Catherine Gantois"	NA	NA	NA
"ICUS0579"	"Gantt"	"William Horsley"	NA	NA	NA
"ICUS0580"	"Garay"	"Andrew S."	NA	NA	NA
"ICUS0581"	"Garcia"	"John David"	NA	NA	NA
"ICUS0582"	"Garcia-Colin"	"Leopoldo S."	NA	NA	NA
"ICUS0583"	"Gardner"	"Richard Newton"	NA	"B1927-07-09"	"B1927-07-09"
"ICUS0584"	"Garfinkle"	"Adam"	NA	NA	NA
"ICUS0585"	"Garrett"	"William Robertson"	NA	NA	NA
"ICUS0586"	"Garrido"	"Manuel"	NA	NA	NA
"ICUS0587"	"Gastpar"	"Helmuth"	NA	NA	NA
"ICUS0588"	"Gat"	"Joel Robert‏"	"B1926-02-17"	"B1926-02-17"	"B1926-02-17"
"ICUS0589"	"Gazzeri"	"Giovanni"	NA	NA	NA
"ICUS0590"	"Gbadegesin"	"Segun"	NA	NA	NA
"ICUS0591"	"Geffré"	"Claude"	NA	NA	NA
"ICUS0592"	"Geist"	"Valerius"	NA	NA	NA
"ICUS0593"	"Gelwick"	"Richard"	NA	NA	NA
"ICUS0594"	"Gendron"	"Pierre"	NA	NA	NA
"ICUS0595"	"Georgescu-Roegen"	"Nicholas"	NA	NA	NA
"ICUS0596"	"Gerholm"	"Tor Ragnar"	NA	NA	NA
"ICUS0597"	"Gessert"	"Robert A."	NA	NA	NA
"ICUS0598"	"Ghabbour"	"Samir Ibrahim"	NA	NA	NA
"ICUS0599"	"Gharaybeh"	"Abdul Kareem"	NA	NA	NA
"ICUS0600"	"Ghiselin"	"Michael T."	NA	NA	NA
"ICUS0601"	"Ghista"	"Dhanjoo N."	NA	NA	NA
"ICUS0602"	"Giampaoli"	"Michael"	NA	NA	NA
"ICUS0603"	"Giampietro"	"Mario"	NA	NA	NA
"ICUS0604"	"Gibrat"	"Robert"	NA	NA	NA
"ICUS0605"	"Gilkey"	"Gordon Waverly"	NA	NA	NA
"ICUS0606"	"Gislason"	"Gylfi Thorsteinsson"	"B1917-02-17"	"B1917-02-07"	"B1917-02-07"
"ICUS0607"	"Glaser"	"Donald Arthur"	"B1926-09-21"	"B1926-09-21"	"B1926-09-21"
"ICUS0608"	"Glass"	"Hiram Bentley"	"B1906-01-17"	"B1906-01-17"	NA
"ICUS0609"	"Goble"	"Frank G."	NA	NA	NA
"ICUS0610"	"Goel"	"Atul"	NA	NA	NA
"ICUS0611"	"Görnitz"	"Thomas"	NA	NA	NA
"ICUS0612"	"Golaszewska"	"Maria"	NA	NA	NA
"ICUS0613"	"Golden"	"John"	NA	NA	NA
"ICUS0614"	"Golden"	"William T."	NA	NA	NA
"ICUS0615"	"Goldsmith"	"Edward René David"	NA	NA	NA
"ICUS0616"	"Goldsmith"	"Maurice"	NA	NA	NA
"ICUS0617"	"Goldstein"	"Daniel J."	NA	NA	NA
"ICUS0618"	"Gomes"	"Alair de Oliveira"	NA	NA	NA
"ICUS0619"	"Gomez"	"Juan Antonio"	NA	NA	NA
"ICUS0620"	"Gontar"	"Vladimir"	NA	NA	NA
"ICUS0621"	"Gonzalez"	"Alvaro"	NA	NA	NA
"ICUS0622"	"González Garza"	"Ana Maria"	NA	NA	NA
"ICUS0623"	"Goodell"	"Horace Grant"	NA	NA	NA
"ICUS0624"	"Goodeve"	"Charles Frederick"	"B1904-02-21"	NA	NA
"ICUS0625"	"Gooding"	"David Charles"	NA	NA	NA
"ICUS0626"	"Gordon"	"Ira J."	NA	NA	NA
"ICUS0627"	"Gori"	"Gio Batta"	NA	NA	NA
"ICUS0628"	"Gori"	"Umberto"	NA	NA	NA
"ICUS0629"	"Görnitz"	"Thomas"	NA	NA	NA
"ICUS0630"	"Goswamy"	"Brijinder Nath"	NA	NA	NA
"ICUS0631"	"Gotterer"	"Malcolm H."	NA	NA	NA
"ICUS0632"	"Graham"	"Gordon"	NA	NA	NA
"ICUS0633"	"Gran"	"Peter"	NA	NA	NA
"ICUS0634"	"Granit"	"Ragnar Arthur"	"B1900-10-30"	"B1900-10-30"	NA
"ICUS0635"	"Granö"	"Olavi Johannes"	"B1925-05-27"	"B1925-05-27"	"B1925-05-27"
"ICUS0636"	"Grant"	"George Parkin"	NA	NA	NA
"ICUS0637"	"Gray"	"Elizabeth Dodson"	NA	NA	NA
"ICUS0638"	"Gray"	"Jesse Glenn"	NA	NA	NA
"ICUS0639"	"Gray"	"John Nicholas"	NA	NA	NA
"ICUS0640"	"Gray"	"Kenneth R."	NA	NA	NA
"ICUS0641"	"Grayson"	"John"	NA	NA	NA
"ICUS0642"	"Green"	"Deirdre"	NA	NA	NA
"ICUS0643"	"Greenberg"	"Wendy Nicholas"	NA	NA	NA
"ICUS0644"	"Greene"	"Nancy Deale"	NA	NA	NA
"ICUS0645"	"Greenfield"	"Richard David"	NA	NA	NA
"ICUS0646"	"Gregorios"	"Paulos Mar"	"B1922-08-09"	"B1922-08-09"	"B1922-08-09"
"ICUS0647"	"Greif"	"Stuart William"	NA	NA	NA
"ICUS0648"	"Gremillion"	"Joseph Benjamin"	NA	NA	NA
"ICUS0649"	"Groenewold"	"Hilbrand Johannes"	NA	NA	NA
"ICUS0650"	"Grønseth"	"Erik"	NA	NA	NA
"ICUS0651"	"Gruner"	"Wayne R."	NA	NA	NA
"ICUS0652"	"Gruzilier"	"John H."	NA	NA	NA
"ICUS0653"	"Guareschi-Cazzullo"	"Adriana"	NA	NA	NA
"ICUS0654"	"Gueron"	"Jules"	"B1907-06-02"	"B1907-06-02"	NA
"ICUS0655"	"Guerra"	"Anthony J."	NA	NA	NA
"ICUS0656"	"Guerra"	"Victor"	NA	NA	NA
"ICUS0657"	"Guetzkow"	"Harold Steere"	NA	NA	NA
"ICUS0658"	"Gui"	"We-Xie"	NA	NA	NA
"ICUS0659"	"Guilmet"	"Daniel"	NA	NA	NA
"ICUS0660"	"Guimaraes"	"Jose A."	NA	NA	NA
"ICUS0661"	"Gülek"	"Kasim"	"B1910-12-20"	"B1910-12-20"	NA
"ICUS0662"	"Gunaratne"	"Ranil Dion"	NA	NA	NA
"ICUS0663"	"Gunawardena"	"Wimal"	NA	NA	NA
"ICUS0664"	"Gunzig"	"Edgar"	NA	NA	NA
"ICUS0665"	"Gupta"	"Bina"	NA	NA	NA
"ICUS0666"	"Guriev"	"Sergei"	NA	NA	NA
"ICUS0667"	"Gyarmati"	"Gabriel"	NA	NA	NA
"ICUS0668"	"Gyekye"	"Kwame"	NA	NA	NA
"ICUS0669"	"Habachi"	"René"	NA	NA	NA
"ICUS0670"	"Hackett"	"Rosalind I. J."	NA	NA	NA
"ICUS0671"	"Hadden"	"Jeffrey K."	NA	NA	NA
"ICUS0672"	"Han"	"Sung-joo"	NA	NA	NA
"ICUS0673"	"Hale"	"Paul"	NA	NA	NA
"ICUS0674"	"Hallen"	"Patsy"	NA	NA	NA
"ICUS0675"	"Halsbury"	"Tony"	NA	NA	"B1908-06-04"
"ICUS0676"	"Hamaker"	"John W."	NA	NA	NA
"ICUS0677"	"Hamburgh"	"Max"	NA	NA	NA
"ICUS0678"	"Hamdan"	"Halimaton"	NA	NA	NA
"ICUS0679"	"Hamdani"	"Viqar Ahmed"	NA	NA	NA
"ICUS0680"	"Hameroff"	"Stuart R."	NA	NA	NA
"ICUS0681"	"Hamid"	"Idris"	NA	NA	NA
"ICUS0682"	"Hammond"	"Paul Y."	NA	NA	NA
"ICUS0683"	"Hammond"	"Phillip Everett"	NA	NA	NA
"ICUS0684"	"Han"	"Moon-Hi"	NA	NA	NA
"ICUS0686"	"Han"	"Tai-Soo"	NA	NA	NA
"ICUS0687"	"Handlin"	"Oscar"	NA	"B1915-09-29"	"B1915-09-29"
"ICUS0688"	"Handy"	"Rollo L."	NA	NA	NA
"ICUS0689"	"Hanna"	"David"	NA	NA	NA
"ICUS0690"	"Hannay"	"R. Alastair"	NA	NA	NA
"ICUS0691"	"Hannerz"	"Kare A."	NA	NA	NA
"ICUS0692"	"Hansen"	"Brian"	NA	NA	NA
"ICUS0693"	"Hansen"	"Linda"	NA	NA	NA
"ICUS0694"	"Harahap"	"Filino"	NA	NA	NA
"ICUS0695"	"Harant"	"Zdena"	NA	NA	NA
"ICUS0696"	"Hardin"	"Russell"	NA	NA	NA
"ICUS0697"	"Hargraves"	"J. Archie"	NA	NA	NA
"ICUS0698"	"Harman"	"Willis W."	NA	NA	NA
"ICUS0699"	"Harmon"	"Michael M."	NA	NA	NA
"ICUS0700"	"Harris"	"Lauren Julius"	NA	NA	NA
"ICUS0701"	"Harris"	"Ransom Baine"	NA	NA	NA
"ICUS0702"	"Harrison"	"Edward Robert"	NA	NA	NA
"ICUS0703"	"Harrison III"	"Frank Russell‏"	NA	NA	NA
"ICUS0704"	"Harrison"	"Geoffrey Ainsworth"	NA	NA	NA
"ICUS0705"	"Harriss"	"Clement Lowell"	NA	NA	NA
"ICUS0706"	"Hart"	"Henry O."	NA	NA	NA
"ICUS0707"	"Harter"	"Donald Alton"	NA	NA	NA
"ICUS0708"	"Hartshorne"	"Charles"	NA	NA	NA
"ICUS0709"	"Hartman"	"Sherry"	NA	NA	NA
"ICUS0710"	"Harun ar Rashid"	"A. M."	NA	NA	NA
"ICUS0711"	"Hasegawa"	"Akira"	NA	NA	NA
"ICUS0712"	"Haskell"	"Edward Froelich"	NA	NA	NA
"ICUS0713"	"Hassan"	"Fuad"	NA	NA	NA
"ICUS0714"	"Hasselgreen"	"Ingmar C."	NA	NA	NA
"ICUS0715"	"Hastings"	"Arthur Claude"	NA	NA	NA
"ICUS0716"	"Hattiangadi"	"Jagdish N."	NA	NA	NA
"ICUS0717"	"Hauser"	"Philip Morris"	"B1909-09-27"	"B1909-09-27"	NA
"ICUS0718"	"Hausner"	"Josef"	NA	NA	NA
"ICUS0719"	"Hautala"	"Heidi"	NA	NA	NA
"ICUS0720"	"Hay"	"David"	NA	NA	NA
"ICUS0721"	"Hay"	"George"	NA	NA	NA
"ICUS0722"	"Hayama"	"Komei"	NA	NA	NA
"ICUS0723"	"Hayashi"	"Yujiro"	NA	NA	NA
"ICUS0724"	"Hayden"	"Bruce P."	NA	NA	NA
"ICUS0725"	"Hayek"	"Friedrich August von"	"B1899-05-08"	"B1899-05-08"	NA
"ICUS0726"	"Hazleton"	"Jared E."	NA	NA	NA
"ICUS0727"	"Headings"	"Verle E."	NA	NA	NA
"ICUS0728"	"Headlam-Morley"	"Agnes"	NA	NA	NA
"ICUS0729"	"Hein"	"Piet"	NA	NA	NA
"ICUS0730"	"Heisenberg"	"Werner Karl"	NA	NA	NA
"ICUS0731"	"Henley"	"Ernest J."	NA	NA	NA
"ICUS0732"	"Henley"	"Kenneth"	NA	NA	NA
"ICUS0733"	"Henning"	"H. Joerg"	NA	NA	NA
"ICUS0734"	"Henry"	"Jean"	NA	NA	NA
"ICUS0735"	"Herr"	"David"	NA	NA	NA
"ICUS0736"	"Hersch"	"Jeanne"	NA	NA	NA
"ICUS0737"	"Herz"	"Martin Florian"	NA	NA	NA
"ICUS0738"	"Herzberg"	"Gerhard"	"B1904-12-25"	"B1904-12-25"	"B1904-12-25"
"ICUS0739"	"Hess"	"Jörg"	NA	NA	NA
"ICUS0740"	"Hettema"	"John (Jack)"	NA	NA	NA
"ICUS0741"	"Hewes"	"Gordon Winant"	NA	NA	NA
"ICUS0742"	"Hick"	"John Harwood"	NA	NA	NA
"ICUS0743"	"Higatsberger"	"Michael J."	NA	NA	NA
"ICUS0744"	"Hiley"	"Basil James"	NA	NA	NA
"ICUS0745"	"Hill"	"Dennis L."	NA	NA	NA
"ICUS0746"	"Hill"	"Reuben Lorenzo"	NA	NA	NA
"ICUS0747"	"Hill Jr"	"Samuel Smythe"	NA	NA	NA
"ICUS0748"	"Hill"	"Stuart B."	NA	NA	NA
"ICUS0749"	"Hillman"	"Jimmye S."	NA	NA	NA
"ICUS0750"	"Hilpinen"	"Risto"	NA	NA	NA
"ICUS0751"	"Himmelweit"	"Hildegard Therese"	NA	NA	NA
"ICUS0752"	"Hintikka"	"Kaarlo Jaakko Juhani"	NA	NA	NA
"ICUS0753"	"Hirshleifer"	"Jack"	NA	NA	NA
"ICUS0754"	"Hiskett"	"Mervyn"	NA	NA	NA
"ICUS0755"	"Hitotsumatsu"	"Shin"	NA	NA	NA
"ICUS0756"	"Ho"	"Tao"	NA	"B1936-07-17"	"B1936-07-17"
"ICUS0757"	"Hobbs"	"Ron"	NA	NA	NA
"ICUS0758"	"Hodgson"	"Peter Edward"	NA	NA	NA
"ICUS0759"	"Hoeber"	"Amoretta M."	NA	NA	NA
"ICUS0760"	"Hoeber"	"Francis P."	NA	NA	NA
"ICUS0761"	"Hofecker"	"Gerhard"	NA	NA	NA
"ICUS0762"	"Hokkanen"	"Heikki M. T."	NA	NA	NA
"ICUS0763"	"Holloway"	"Ralph L."	NA	NA	NA
"ICUS0764"	"Holmfeld"	"John"	NA	NA	NA
"ICUS0765"	"Honda"	"Masaaki"	NA	NA	NA
"ICUS0766"	"Hong"	"Howard Vincent"	NA	NA	NA
"ICUS0767"	"Hong"	"Woong-sun"	NA	NA	NA
"ICUS0768"	"Hood"	"C. Ellsworth"	NA	NA	NA
"ICUS0769"	"Hook"	"Sidney"	"B1902-12-20"	"B1902-12-20"	NA
"ICUS0770"	"Hoppe"	"Hans-Hermann"	NA	NA	NA
"ICUS0771"	"Horn"	"John L."	NA	NA	NA
"ICUS0772"	"Hossain"	"Monowar"	NA	NA	NA
"ICUS0773"	"Hourani"	"Benjamin Tamer"	NA	NA	NA
"ICUS0774"	"Howard"	"Arthur Ellsworth Dick"	NA	NA	NA
"ICUS0775"	"Howlett"	"Jack"	NA	NA	NA
"ICUS0776"	"Hsiung"	"James Chieh"	NA	NA	NA
"ICUS0777"	"Hu"	"Xinhe"	NA	NA	NA
"ICUS0778"	"Huang"	"Sung-Mo"	NA	NA	NA
"ICUS0779"	"Hübner"	"Adolf"	NA	NA	NA
"ICUS0780"	"Hübner"	"Kurt"	NA	NA	NA
"ICUS0781"	"Hughes"	"Vernon Willard"	NA	NA	NA
"ICUS0782"	"Hui"	"Ka Kit"	NA	NA	NA
"ICUS0783"	"Hülsmann"	"Jörg Guido"	NA	NA	NA
"ICUS0784"	"Hummel"	"Jeffrey Rogers"	NA	NA	NA
"ICUS0785"	"Hungerford"	"Herbert Eugene"	NA	NA	NA
"ICUS0786"	"Hungerford"	"Lugene G."	NA	NA	NA
"ICUS0787"	"Hunter"	"Howard E."	NA	NA	NA
"ICUS0788"	"Husain"	"Mahmud"	NA	NA	NA
"ICUS0789"	"Husen"	"Torsten"	"B1916-03-01"	"B1916-03-01"	"B1916-03-01"
"ICUS0791"	"Hwang"	"Pilho"	NA	NA	NA
"ICUS0792"	"Hyde"	"Gordon"	NA	NA	NA
"ICUS0793"	"Hydén"	"Holger"	NA	NA	NA
"ICUS0794"	"Ibrahim"	"Saad Eddin"	NA	NA	NA
"ICUS0795"	"Ikegami"	"Masato"	NA	NA	NA
"ICUS0796"	"Ikemi"	"Yujiro"	NA	NA	NA
"ICUS0797"	"Ikuta"	"Toyoaki"	NA	NA	NA
"ICUS0798"	"Illyés"	"Sándor"	NA	NA	NA
"ICUS0799"	"Iltis"	"Hugh H."	NA	NA	NA
"ICUS0800"	"Imamichi"	"Tomonobu"	NA	NA	NA
"ICUS0801"	"Ingle"	"Dwight Joyce"	"B1907-09-04"	NA	NA
